topologyId,fmap1CoordinatesX,fmap1CoordinatesY,fmap2CoordinatesX,fmap2CoordinatesY,fmap3CoordinatesX,fmap3CoordinatesY,meanTxBitrateMbps,meanRxBitrateMbps,meanDelayMs,meanJitterMs,meanPdr,Scenario
0.0,45.0,165.0,255.0,225.0,225.0,255.0,3.164794,2.7562659999999997,426.4,2.0,0.9001159000000001,1
1.0,15.0,75.0,165.0,75.0,255.0,135.0,3.164794,2.899,261.3,2.0,0.9383027,1
2.0,105.0,45.0,135.0,75.0,135.0,165.0,3.164794,2.757341,444.1,2.0,0.8923479000000002,1
3.0,255.0,165.0,45.0,195.0,165.0,225.0,3.164794,2.909291,289.9,2.0,0.9464632999999999,1
4.0,165.0,45.0,45.0,195.0,225.0,285.0,3.164794,2.971673,233.9,2.0,0.9631764,1
5.0,135.0,75.0,255.0,75.0,285.0,75.0,3.164794,2.0756330000000003,1184.2,5.3,0.6943833,1
6.0,45.0,135.0,105.0,195.0,285.0,255.0,3.164794,3.021128,182.8,2.0,0.944922,1
7.0,165.0,105.0,75.0,195.0,135.0,255.0,3.164794,2.787248,429.9,2.0,0.9045903,1
8.0,75.0,75.0,105.0,135.0,45.0,165.0,3.164794,2.5431266666666668,541.7,2.7,0.8158189,1
9.0,45.0,195.0,255.0,195.0,195.0,285.0,3.164794,2.870089,313.1,2.0,0.9285857999999999,1
5.0,15.0,105.0,45.0,165.0,195.0,225.0,3.164794,2.772293,441.8,2.1,0.8906134,1
0.0,225.0,15.0,285.0,105.0,225.0,255.0,3.164794,2.694159,514.4,2.1,0.8899809,1
1.0,45.0,195.0,195.0,195.0,195.0,285.0,3.164794,2.8933950000000004,302.8,2.0,0.9369673000000001,1
2.0,195.0,105.0,285.0,105.0,225.0,285.0,3.164794,2.642627,490.5,2.3,0.8730582,1
3.0,195.0,15.0,15.0,105.0,105.0,255.0,3.164794,2.952929,214.9,2.0,0.9549684,1
4.0,225.0,15.0,165.0,45.0,75.0,165.0,3.164794,2.6754559999999996,509.3,2.1,0.8807384,1
5.0,165.0,45.0,45.0,135.0,75.0,135.0,3.164794,2.8962219999999994,281.0,2.0,0.9299358,1
6.0,15.0,45.0,165.0,75.0,45.0,105.0,3.164794,2.51468,707.2,4.0,0.8293575000000001,1
7.0,15.0,75.0,285.0,75.0,15.0,255.0,3.164794,2.8922470000000002,297.9,2.3,0.9360383000000001,1
8.0,285.0,15.0,195.0,195.0,225.0,195.0,3.164794,2.461565,677.9,2.9,0.8087597000000001,1
9.0,105.0,105.0,135.0,105.0,165.0,225.0,3.164794,2.937986,278.8,2.0,0.9523922,1
6.0,165.0,105.0,285.0,105.0,195.0,255.0,3.164794,2.7857960000000004,368.4,2.2,0.9083459000000002,1
0.0,225.0,15.0,75.0,75.0,15.0,135.0,3.164794,2.872262,317.9,2.0,0.9270706000000001,1
1.0,105.0,15.0,135.0,195.0,225.0,225.0,3.164794,3.017098,172.4,2.0,0.9651591999999999,1
2.0,285.0,75.0,285.0,135.0,45.0,255.0,3.164794,2.7748909999999998,421.1,2.0,0.9133061,1
3.0,105.0,165.0,285.0,255.0,195.0,285.0,3.164794,2.4730820000000002,702.8,2.9,0.8030217000000001,1
4.0,105.0,45.0,75.0,165.0,45.0,255.0,3.164794,2.828564,354.6,2.0,0.9129347000000001,1
5.0,165.0,135.0,165.0,195.0,225.0,255.0,3.164794,2.712783,479.5,2.2,0.8869729,1
6.0,105.0,165.0,285.0,165.0,135.0,225.0,3.164794,2.791247,369.1,2.0,0.9077669,1
7.0,135.0,105.0,105.0,165.0,225.0,225.0,3.164794,3.009791,181.6,2.0,0.9682889999999998,1
8.0,285.0,45.0,195.0,75.0,75.0,255.0,3.164794,2.892962,295.2,2.0,0.93359,1
9.0,135.0,45.0,15.0,195.0,45.0,195.0,3.164794,2.781963,422.7,2.0,0.8996087000000001,1
7.0,165.0,165.0,135.0,225.0,45.0,255.0,3.164794,2.6481719999999997,532.8,2.2,0.8578702,1
0.0,75.0,165.0,105.0,225.0,135.0,255.0,3.164794,2.6697870000000004,517.8,2.0,0.8879821,1
1.0,255.0,75.0,225.0,225.0,135.0,285.0,3.164794,2.878395,298.3,2.0,0.9282847999999999,1
2.0,135.0,45.0,105.0,75.0,285.0,255.0,3.164794,2.8970279999999997,257.8,2.0,0.944167,1
3.0,225.0,45.0,195.0,165.0,105.0,255.0,3.164794,2.972378999999999,218.8,2.1,0.9554460999999999,1
4.0,15.0,15.0,255.0,195.0,255.0,285.0,3.164794,2.928417,262.0,2.0,0.9538892000000001,1
5.0,285.0,195.0,285.0,255.0,135.0,285.0,3.164794,2.47798,679.3,3.0,0.8266003999999999,1
6.0,45.0,75.0,45.0,195.0,255.0,225.0,3.164794,2.9879659999999997,214.2,2.0,0.9617626000000001,1
7.0,75.0,105.0,135.0,105.0,285.0,165.0,3.164794,2.766248,426.8,2.0,0.9036296,1
8.0,285.0,15.0,165.0,105.0,105.0,255.0,3.164794,2.860271,324.9,2.0,0.9402820999999999,1
9.0,285.0,165.0,105.0,255.0,165.0,255.0,3.164794,2.640367,505.1,2.0,0.8718842,1
8.0,285.0,45.0,255.0,165.0,15.0,285.0,3.164794,2.9493919999999996,251.0,2.0,0.9581216000000001,1
0.0,45.0,45.0,135.0,45.0,165.0,45.0,3.164794,2.621142,552.6,2.4,0.8643822,1
1.0,75.0,15.0,45.0,165.0,45.0,255.0,3.164794,2.8970340000000006,294.2,2.0,0.9463659,1
2.0,225.0,15.0,225.0,165.0,135.0,285.0,3.164794,3.006729,197.1,2.0,0.9642792,1
3.0,75.0,75.0,165.0,75.0,45.0,225.0,3.164794,2.900028,297.0,2.0,0.9304270000000001,1
4.0,45.0,15.0,105.0,45.0,75.0,285.0,3.164794,2.6524550000000002,480.8,2.3,0.8726528,1
5.0,135.0,45.0,165.0,135.0,15.0,255.0,3.164794,2.9087009999999998,308.1,2.2,0.9372212,1
6.0,165.0,195.0,105.0,255.0,285.0,255.0,3.164794,2.274163,895.9,3.2,0.7443627,1
7.0,285.0,135.0,195.0,195.0,135.0,285.0,3.164794,2.712736,472.2,2.2,0.8795388000000001,1
8.0,285.0,135.0,285.0,165.0,255.0,225.0,3.164794,2.380402,776.3,3.1,0.7979797000000001,1
9.0,255.0,75.0,105.0,195.0,285.0,255.0,3.164794,2.8896755555555558,282.5,2.0,0.9257797999999999,1
9.0,105.0,15.0,195.0,135.0,285.0,255.0,3.164794,2.7748579999999996,394.1,2.0,0.8986882000000002,1
0.0,195.0,135.0,285.0,135.0,105.0,225.0,3.164794,2.924313,265.0,2.0,0.9516269999999999,1
1.0,255.0,15.0,135.0,75.0,255.0,225.0,3.164794,2.797954,430.8,2.5,0.9098303999999999,1
2.0,225.0,45.0,15.0,135.0,75.0,165.0,3.164794,2.8705377777777774,316.6,2.0,0.9198334000000001,1
3.0,105.0,225.0,285.0,225.0,15.0,285.0,3.164794,2.425663,746.7,3.1,0.7793976,1
4.0,105.0,105.0,285.0,105.0,255.0,255.0,3.164794,2.7279679999999997,531.5,2.2,0.8829299,1
5.0,45.0,45.0,45.0,75.0,255.0,75.0,3.164794,2.6907744444444446,501.2,2.4,0.8716008000000001,1
6.0,15.0,45.0,225.0,165.0,75.0,285.0,3.164794,2.952268,247.6,2.0,0.9533224,1
7.0,135.0,105.0,75.0,255.0,225.0,255.0,3.164794,2.7945409999999997,362.1,2.2,0.9034446,1
8.0,255.0,75.0,255.0,105.0,195.0,195.0,3.164794,2.47428,730.1,2.8,0.8141314,1
9.0,285.0,15.0,195.0,105.0,75.0,255.0,3.164794,2.8862890000000005,294.6,2.0,0.9354945000000001,1
1.0,285.0,15.0,105.0,225.0,255.0,255.0,5.00743,3.9986559999999995,506.7,2.2,0.8414825,2
0.0,45.0,105.0,135.0,105.0,285.0,225.0,5.00743,3.873113,657.4,2.1,0.8143521999999999,2
0.0,135.0,195.0,195.0,225.0,15.0,285.0,5.00743,3.676323333333334,769.9,2.6,0.7684276999999999,2
1.0,225.0,45.0,225.0,105.0,15.0,195.0,5.00743,3.5702679999999996,552.9,2.1,0.8043184999999999,2
2.0,105.0,15.0,285.0,135.0,135.0,255.0,5.00743,4.1953640000000005,301.2,2.0,0.9053976,2
3.0,105.0,45.0,225.0,45.0,105.0,135.0,5.00743,3.7648500000000005,899.0,3.5,0.730275,2
4.0,225.0,195.0,285.0,195.0,225.0,255.0,5.00743,2.8887920000000005,1020.5,3.6,0.6651963,2
5.0,285.0,15.0,195.0,165.0,105.0,225.0,5.00743,3.961345,693.0,2.2,0.8034775000000002,2
6.0,105.0,165.0,165.0,255.0,135.0,285.0,5.00743,3.530247,1140.9,5.2,0.6790068,2
7.0,165.0,45.0,105.0,135.0,105.0,225.0,5.00743,4.199689,556.9,2.1,0.837785,2
8.0,165.0,75.0,255.0,105.0,45.0,225.0,5.00743,4.479958,399.9,2.0,0.9077544,2
9.0,165.0,15.0,15.0,225.0,225.0,255.0,5.00743,3.8312279999999994,425.2,2.0,0.8442432,2
1.0,75.0,45.0,45.0,105.0,195.0,285.0,5.00743,3.8029955555555555,451.9,2.0,0.8424844,2
0.0,15.0,105.0,285.0,135.0,105.0,225.0,5.00743,4.105587,357.0,2.0,0.8888180999999999,2
1.0,75.0,135.0,225.0,135.0,135.0,195.0,5.00743,4.69392,408.2,2.0,0.9084791000000001,2
2.0,45.0,15.0,165.0,75.0,15.0,105.0,5.00743,3.2687855555555556,1055.5,3.7,0.6832919000000001,2
3.0,105.0,135.0,255.0,165.0,195.0,225.0,5.00743,4.346778888888888,624.5,2.2,0.8148324,2
4.0,135.0,135.0,195.0,165.0,135.0,195.0,5.00743,4.492820999999999,518.2,2.0,0.8706874000000001,2
5.0,195.0,45.0,225.0,165.0,105.0,285.0,5.00743,4.140104,444.7,2.0,0.8591422999999999,2
6.0,75.0,15.0,255.0,75.0,75.0,165.0,5.00743,3.704413,786.3,2.9,0.7826164,2
7.0,45.0,45.0,75.0,165.0,105.0,225.0,5.00743,3.962466,605.1,2.3,0.7949115,2
8.0,135.0,135.0,285.0,195.0,255.0,285.0,5.00743,3.0864322222222227,1123.7,3.6,0.6565434000000001,2
9.0,165.0,15.0,45.0,135.0,285.0,135.0,5.00743,3.921123,480.1,2.0,0.852254,2
2.0,135.0,105.0,105.0,225.0,255.0,285.0,5.00743,4.039834000000001,799.6,2.7,0.7753417,2
0.0,255.0,45.0,225.0,165.0,285.0,165.0,5.00743,3.05063,1006.6,3.3,0.6860276,2
1.0,255.0,75.0,195.0,195.0,45.0,255.0,5.00743,4.2399640000000005,316.1,2.0,0.9011587000000001,2
2.0,45.0,15.0,195.0,135.0,285.0,165.0,5.00743,3.251494,936.2,3.6,0.7035355999999999,2
3.0,45.0,105.0,75.0,135.0,195.0,165.0,5.00743,4.1351640000000005,943.9,3.1,0.7525315,2
4.0,195.0,45.0,195.0,105.0,225.0,165.0,5.00743,3.9250369999999997,609.0,2.4,0.804123,2
5.0,135.0,135.0,75.0,225.0,135.0,255.0,5.00743,3.4169780000000003,1056.2,3.7,0.6786601000000001,2
6.0,225.0,225.0,15.0,255.0,285.0,255.0,5.00743,3.1420640000000004,896.2,2.9,0.7164537,2
7.0,15.0,15.0,15.0,105.0,225.0,165.0,5.00743,3.4185739999999996,1110.7,3.5,0.7011893,2
8.0,255.0,15.0,165.0,255.0,225.0,285.0,5.00743,3.3802350000000003,639.9,2.1,0.7711328,2
9.0,225.0,255.0,15.0,285.0,165.0,285.0,5.00743,3.280903,710.0,2.4,0.7518929000000001,2
3.0,195.0,75.0,75.0,105.0,225.0,195.0,5.00743,4.275334444444444,430.3,2.0,0.8590253000000001,2
0.0,165.0,105.0,45.0,195.0,195.0,195.0,5.00743,4.463401,553.0,2.3,0.8510673000000001,2
1.0,45.0,75.0,75.0,165.0,135.0,225.0,5.00743,4.268717,467.9,2.1,0.8677670000000001,2
2.0,165.0,75.0,195.0,135.0,165.0,225.0,5.00743,4.320886000000001,639.3,2.0,0.8559585000000001,2
3.0,195.0,15.0,45.0,75.0,285.0,165.0,5.00743,3.8376840000000003,504.9,2.0,0.8320253000000001,2
4.0,45.0,15.0,135.0,15.0,255.0,75.0,5.00743,3.416397,648.1,2.6,0.7758646,2
5.0,255.0,75.0,15.0,105.0,45.0,255.0,5.00743,4.110933,418.2,2.0,0.883011,2
